rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database,neglogpadj
607,MYT1,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""PAX6"", ""CDK5R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
608,MYT1L,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""GRM7"", ""CDK5R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
609,NCOR2,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""ABLIM1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
610,NEUROD1,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""ZIC2"", ""PAX6"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
611,NEUROD2,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""PAX6"", ""CDK5R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
612,NEUROD6,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""DPP6"", ""CDK5R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
613,NEUROG3,0.023208437,5.244399004,19.73592896,"c(""NR5A2"", ""PAX6"", ""PAX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
614,NFATC1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
615,NFIA,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
616,NFIC,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""ABLIM1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
617,NFIL3,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
618,NPAS1,0.023208437,5.244399004,19.73592896,"c(""ZIC2"", ""ADGRB1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
619,NPAS4,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""ADGRB1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
620,NR1D2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
621,NR1H4,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""NR5A2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
622,NR2C1,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
623,NR3C1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
624,NR4A1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
625,NR4A2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
626,NUFIP1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""RSL1D1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
627,PBX4,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
628,PGR,0.023208437,5.244399004,19.73592896,"c(""NR5A2"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
629,PLEK2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""MYBL2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
630,PLXNB2,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
631,PLXNB3,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
632,PLXNC1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
633,POGK,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
634,POU6F1,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""PLAGL1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
635,POU6F2,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""GRM7"", ""PAX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
636,PPARG,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
637,PPP1R13L,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""COL18A1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
638,PRDM1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
639,PROP1,0.023208437,5.244399004,19.73592896,"c(""NR5A2"", ""PAX6"", ""PAX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
640,PROX2,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""NR5A2"", ""NEB"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
641,RARA,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
642,RARB,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
643,REL,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""SYK"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
644,RGS6,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""GRM7"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
645,RHOXF2B,0.023208437,5.244399004,19.73592896,"c(""EFNB1"", ""ZIC2"", ""RIMKLA"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
646,RORA,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
647,RUNX2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
648,RXRG,0.023208437,5.244399004,19.73592896,"c(""PAX6"", ""PTN"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
649,SMAD9,0.023208437,5.244399004,19.73592896,"c(""PLAGL1"", ""PTN"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
650,SP6,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""IRX5"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
651,SREBF1,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
652,SREBF2,0.023208437,5.244399004,19.73592896,"c(""MYBL2"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
653,ST18,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""DPP6"", ""PAX6"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
654,TBX2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""COL18A1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
655,TBX21,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PAX5"", ""IL18R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
656,TBX5,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""PAX6"", ""PAX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
657,TCF7,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
658,TCF7L2,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
659,TEAD2,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
660,TEAD3,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
661,TEF,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
662,TFCP2L1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
663,TFDP3,0.023208437,5.244399004,19.73592896,"c(""EFNB1"", ""MYBL2"", ""FGF13"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
664,TGIF2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
665,THRA,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
666,TIGD2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
667,TIGD7,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""SULF2"", ""CDK5R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
668,TIPARP,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
669,TRIM32,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
670,TSC22D1,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
671,TSC22D2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
672,TSC22D3,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
673,UNKL,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""ABLIM1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
674,VDR,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
675,YY2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLAGL1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
676,ZBED2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
677,ZBTB10,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
678,ZBTB12,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
679,ZBTB16,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
680,ZBTB2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
681,ZBTB20,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
682,ZBTB25,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
683,ZBTB32,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""MYBL2"", ""IL18R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
684,ZBTB4,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
685,ZBTB45,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""MYBL2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
686,ZBTB5,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
687,ZDHHC11,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""NR5A2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
688,ZEB1,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLAGL1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
689,ZFAT,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
690,ZFHX2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
691,ZFHX3,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
692,ZFP14,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
693,ZFP30,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
694,ZFP36,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
695,ZFPM2,0.023208437,5.244399004,19.73592896,"c(""PTX3"", ""PTN"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
696,ZHX3,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
697,ZKSCAN2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""CDK5R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
698,ZKSCAN3,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""PLAGL1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
699,ZMAT4,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""DPP6"", ""FGF13"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
700,ZNF10,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
701,ZNF133,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
702,ZNF157,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PAX6"", ""NEB"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
703,ZNF169,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
704,ZNF2,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
705,ZNF215,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
706,ZNF217,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
707,ZNF23,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLAGL1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
708,ZNF248,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
709,ZNF250,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
710,ZNF251,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
711,ZNF280B,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
712,ZNF283,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
713,ZNF286A,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
714,ZNF287,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
715,ZNF296,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""MYBL2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
716,ZNF3,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
717,ZNF300,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""MYBL2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
718,ZNF32,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
719,ZNF329,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
720,ZNF331,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
721,ZNF341,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""MYBL2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
722,ZNF354C,0.023208437,5.244399004,19.73592896,"c(""NR5A2"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
723,ZNF385C,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""ZIC2"", ""ADGRB1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
724,ZNF385D,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""LUZP2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
725,ZNF404,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PTX3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
726,ZNF415,0.023208437,5.244399004,19.73592896,"c(""PTX3"", ""PTN"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
727,ZNF418,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""DPP6"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
728,ZNF426,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
729,ZNF487,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
730,ZNF488,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PTX3"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
731,ZNF501,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
732,ZNF502,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
733,ZNF516,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
734,ZNF519,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
735,ZNF541,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""DPP6"", ""ZIC2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
736,ZNF560,0.023208437,5.244399004,19.73592896,"c(""ZIC2"", ""MYBL2"", ""FGF13"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
737,ZNF561,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
738,ZNF565,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""RSL1D1"", ""IRX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
739,ZNF586,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""SYK"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
740,ZNF595,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
741,ZNF597,0.023208437,5.244399004,19.73592896,"c(""PLK2"", ""PLPP3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
742,ZNF610,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PTX3"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
743,ZNF629,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""ABLIM1"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
744,ZNF645,0.023208437,5.244399004,19.73592896,"c(""EFNB1"", ""IL1RAPL1"", ""PAX6"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
745,ZNF658,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""PTX3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
746,ZNF664,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
747,ZNF676,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""LUZP2"", ""NEB"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
748,ZNF679,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""SYK"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
749,ZNF692,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""RECQL4"", ""PIDD1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
750,ZNF705D,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""LUZP2"", ""PAX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
751,ZNF707,0.023208437,5.244399004,19.73592896,"c(""RECQL4"", ""PIDD1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
752,ZNF71,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""COL18A1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
753,ZNF716,0.023208437,5.244399004,19.73592896,"c(""DPP6"", ""LUZP2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
754,ZNF718,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""DPP6"", ""PAX6"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
755,ZNF750,0.023208437,5.244399004,19.73592896,"c(""ABLIM1"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
756,ZNF778,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ABLIM1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
757,ZNF79,0.023208437,5.244399004,19.73592896,"c(""PIDD1"", ""PLK2"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
