rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database,neglogpadj
408,KLF4,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
409,KLF9,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
410,LBX2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""NR5A2"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
411,LEF1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PTN"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
412,LHX4,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
413,MAF,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
414,MAFF,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
415,MBNL2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
416,MEIS3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
417,MGMT,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
418,MITF,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
419,MZF1,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PIDD1"", ""PLAGL1"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
420,NANOG,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
421,NEUROD4,0.003208274,7.206229959,41.37833287,"c(""PPP1R17"", ""CDH20"", ""PAX6"", ""PTN"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
422,NFATC4,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""MYBL2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
423,NFE2L3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
424,NFIX,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
425,NHLH1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ZIC2"", ""PLAGL1"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
426,NPAS2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
427,NPAS3,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""PAX6"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
428,NR0B1,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""MYBL2"", ""PTN"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
429,NR1D1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
430,NR4A3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
431,OLIG1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PTN"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
432,PAWR,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
433,PAX8,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""NR5A2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
434,PHOX2A,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""PAX6"", ""PAX5"", ""SOX21"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
435,PITX1,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
436,PKNOX2,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""PTN"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
437,POU3F4,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""ZIC2"", ""PAX6"", ""SOX21"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
438,POU4F3,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""NR5A2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
439,POU5F1,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
440,PPP2R3B,0.003208274,7.206229959,41.37833287,"c(""RECQL4"", ""COL18A1"", ""PIDD1"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
441,PRDM12,0.003208274,7.206229959,41.37833287,"c(""IRX5"", ""ZIC2"", ""PAX6"", ""SOX21"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
442,PRDM5,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLAGL1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
443,PRDM7,0.003208274,7.206229959,41.37833287,"c(""PLK2"", ""MYBL2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
444,PRDM8,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLAGL1"", ""PTX3"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
445,PRDM9,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""DPP6"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
446,RAPGEF4,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
447,RBM20,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PTN"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
448,REPIN1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
449,RFX6,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""LUZP2"", ""PAX6"", ""PTN"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
450,RGS11,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
451,RGS7,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""GRM7"", ""FGF13"", ""CDK5R1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
452,RHOXF1,0.003208274,7.206229959,41.37833287,"c(""LUZP2"", ""PTX3"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
453,RNF125,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
454,RORB,0.003208274,7.206229959,41.37833287,"c(""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
455,RPA4,0.003208274,7.206229959,41.37833287,"c(""IRX5"", ""PLK2"", ""PTX3"", ""FGF13"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
456,RXRA,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
457,SATB2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""NR5A2"", ""PAX6"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
458,SCRT2,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""ADGRB1"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
459,SETBP1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
460,SIM1,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""NR5A2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
461,SIX4,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""ZIC2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
462,SKIL,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
463,SLC22A4,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PTX3"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
464,SMAD1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
465,SMAD6,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
466,SMAD7,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
467,SNAI2,0.003208274,7.206229959,41.37833287,"c(""PLK2"", ""PTX3"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
468,SOHLH2,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""NEB"", ""MYBL2"", ""FGF13"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
469,SOX12,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""MYBL2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
470,SOX4,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
471,SOX7,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
472,SSH1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
473,TAL1,0.003208274,7.206229959,41.37833287,"c(""SYK"", ""PAX6"", ""PAX5"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
474,TAL2,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PLK2"", ""PLAGL1"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
475,TBX19,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""PLAGL1"", ""PLPP3"", ""IL18R1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
476,TCF4,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
477,TCF7L1,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PTN"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
478,TEAD4,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""MYBL2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
479,THRB,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
480,TLX2,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
481,TRIM3,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
482,TRIT1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
483,TRPS1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
484,TSHZ3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
485,TUB,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""DPP6"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
486,VENTX,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX5"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
487,VSX2,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
488,WNT8B,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""PLAGL1"", ""PAX6"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
489,ZBED3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
490,ZBTB38,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
491,ZBTB46,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
492,ZFHX4,0.003208274,7.206229959,41.37833287,"c(""PLAGL1"", ""PTX3"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
493,ZFP2,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PLK2"", ""PLAGL1"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
494,ZFP28,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
495,ZFP3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
496,ZFP36L1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
497,ZFP36L2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
498,ZFP37,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTN"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
499,ZFP41,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""RECQL4"", ""COL18A1"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
500,ZFP82,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
501,ZFPM1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
502,ZFR2,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""DPP6"", ""ADGRB1"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
503,ZFY,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
504,ZNF114,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ZIC2"", ""MYBL2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
505,ZNF154,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""ABLIM1"", ""IL18R1"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
506,ZNF208,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""NR5A2"", ""NEB"", ""FGF13"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
507,ZNF219,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
508,ZNF235,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLK2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
509,ZNF239,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PTX3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
510,ZNF25,0.003208274,7.206229959,41.37833287,"c(""PLK2"", ""PLAGL1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
511,ZNF257,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""MYBL2"", ""FGF13"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
512,ZNF275,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
513,ZNF304,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""CDK5R1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
514,ZNF33B,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
515,ZNF365,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
516,ZNF395,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
517,ZNF436,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
518,ZNF467,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
519,ZNF483,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""FGF13"", ""PLPP3"", ""RIMKLA"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
520,ZNF491,0.003208274,7.206229959,41.37833287,"c(""EFNB1"", ""PLK2"", ""PLAGL1"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
521,ZNF503,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
522,ZNF517,0.003208274,7.206229959,41.37833287,"c(""RECQL4"", ""COL18A1"", ""PIDD1"", ""ADGRB1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
523,ZNF536,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""DPP6"", ""ADGRB1"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
524,ZNF56,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""PLK2"", ""NEB"", ""FGF13"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
525,ZNF618,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
526,ZNF662,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLAGL1"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
527,ZNF697,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
528,ZNF703,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
529,ZNF774,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLK2"", ""PLPP3"", ""RIMKLA"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
530,ZNF835,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""DPP6"", ""PAX6"", ""PTN"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
531,ZNF843,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""EFNB1"", ""ADGRB1"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
532,ZNF98,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""GRM7"", ""LUZP2"", ""PTN"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
533,ZSCAN1,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""GRM7"", ""ADGRB1"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
534,ZSCAN2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
535,AR,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PTN"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
536,ATF3,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PTX3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
537,ATMIN,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""CDK5R1"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
538,ATOH1,0.023208437,5.244399004,19.73592896,"c(""NR5A2"", ""PAX6"", ""PAX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
539,BCL6,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
540,BCL6B,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""COL18A1"", ""PLK2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
541,CEBPG,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""PLK2"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
542,CSDC2,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""PTN"", ""PLPP3"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
543,CUX2,0.023208437,5.244399004,19.73592896,"c(""COL18A1"", ""ADGRB1"", ""SULF2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
544,DEPDC1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""RECQL4"", ""MYBL2"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
545,DLX1,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""ZIC2"", ""PAX6"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
546,DLX3,0.023208437,5.244399004,19.73592896,"c(""DUSP4"", ""IRX5"", ""PAX6"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
547,DMRTC2,0.023208437,5.244399004,19.73592896,"c(""PAX6"", ""MYBL2"", ""PAX5"")",0.042367485,Enrichr_Submissions_TF-Gene_Coocurrence,1.372967311
